dest_plate,dest_row,dest_col,dest_well,fwd_idx,rev_idx,fwd_source_well,rev_source_well,well_type,strain1,strain2
25,F,13,F13,73,91,M3,P16,pair,K15,L24
25,F,14,F14,36,28,G1,F10,pair,K10,K8
25,F,15,F15,3,27,A7,F8,pair,B4,F16
25,F,16,F16,24,85,E1,P4,pair,N10,O10
25,F,17,F17,54,56,I13,J18,pair,F7,E24
25,F,18,F18,91,1,O15,B4,pair,N19,O5
25,F,19,F19,28,19,E9,D16,pair,C8,J5
25,F,20,F20,55,0,I15,B2,pair,D6,K17
25,F,21,F21,75,89,M7,P12,pair,P23,F19
25,F,22,F22,51,31,I7,F16,pair,N3,D11
25,F,23,F23,78,51,M13,J8,pair,O21,G8
25,G,2,G2,42,68,G13,L18,pair,A5,F2
25,G,3,G3,90,69,O13,L20,pair,J18,P23
25,G,4,G4,60,53,K1,J12,pair,K15,M14
25,G,5,G5,48,10,I1,B22,pair,C11,P16
25,G,6,G6,53,20,I11,D18,pair,E14,P17
25,G,7,G7,72,46,M1,H22,pair,B24,L24
25,G,8,G8,66,42,K13,H14,pair,A5,N3
25,G,9,G9,11,61,A23,L4,pair,D6,K2
25,G,10,G10,5,18,A11,D14,pair,K15,A6
25,G,11,G11,31,28,E15,F10,pair,P16,D3
25,G,12,G12,81,63,M19,L8,pair,D15,O21
25,G,13,G13,45,77,G19,N12,pair,N19,P8
25,G,14,G14,22,80,C21,N18,pair,O17,C19
25,G,15,G15,74,41,M5,H12,pair,N19,K3
25,G,16,G16,59,16,I23,D10,pair,O18,J5
25,G,17,G17,58,38,I21,H6,pair,P20,M12
25,G,18,G18,65,5,K11,B12,pair,A19,C14
25,G,19,G19,90,12,O13,D2,pair,O24,P8
25,G,20,G20,22,30,C21,F14,pair,B7,M14
25,G,21,G21,33,73,E19,N4,pair,J18,D3
25,G,22,G22,71,62,K23,L6,pair,A5,C14
25,G,23,G23,21,64,C19,L10,pair,P11,O18
25,H,2,H2,95,71,O23,L24,pair,O7,A6
25,H,3,H3,69,88,K19,P10,pair,A5,J2
25,H,4,H4,70,9,K21,B20,pair,N14,F16
25,H,5,H5,70,39,K21,H8,pair,K10,J5
25,H,6,H6,46,42,G21,H14,pair,K3,B12
25,H,7,H7,6,36,A13,H2,pair,N23,G17
25,H,8,H8,29,85,E11,P4,pair,D3,N13
25,H,9,H9,69,70,K19,L22,pair,B24,N14
25,H,10,H10,57,18,I19,D14,pair,D3,O18
25,H,11,H11,88,46,O9,H22,pair,A11,J22
25,H,12,H12,66,15,K13,D8,pair,M23,B12
25,H,13,H13,65,76,K11,N10,pair,O7,L23
25,H,14,H14,6,47,A13,H24,pair,B15,E14
25,H,15,H15,29,70,E11,L22,pair,P1,E3
25,H,16,H16,26,27,E5,F8,pair,A6,D13
25,H,17,H17,46,48,G21,J2,pair,C19,C15
25,H,18,H18,8,77,A17,N12,pair,B7,O10
25,H,19,H19,89,11,O11,B24,pair,K15,N19
25,H,20,H20,18,23,C13,D24,pair,K10,D20
25,H,21,H21,73,16,M3,D10,pair,J24,E24
25,H,22,H22,57,33,I19,F20,pair,B4,M14
25,H,23,H23,26,11,E5,B24,pair,I19,J2
25,I,2,I2,24,70,E1,L22,pair,P8,D15
25,I,3,I3,64,29,K9,F12,pair,F17,P17
25,I,4,I4,70,68,K21,L18,pair,J22,P17
25,I,5,I5,53,33,I11,F20,pair,H20,N14
25,I,6,I6,48,60,I1,L2,pair,I19,C11
25,I,7,I7,84,8,O1,B18,pair,C11,G5
25,I,8,I8,44,66,G17,L14,pair,N24,I19
25,I,9,I9,8,33,A17,F20,pair,O17,N21
25,I,10,I10,11,5,A23,B12,pair,B12,C19
25,I,11,I11,20,89,C17,P12,pair,P11,E3
25,I,12,I12,30,89,E13,P12,pair,M23,M14
25,I,13,I13,38,51,G5,J8,pair,G5,F7
25,I,14,I14,91,5,O15,B12,pair,D3,A11
25,I,15,I15,27,89,E7,P12,pair,P1,P11
25,I,16,I16,31,10,E15,B22,pair,L19,C12
25,I,17,I17,48,47,I1,H24,pair,A5,N10
25,I,18,I18,61,33,K3,F20,pair,B12,D7
25,I,19,I19,37,91,G3,P16,pair,P8,O5
25,I,20,I20,47,26,G23,F6,pair,L6,N13
25,I,21,I21,37,47,G3,H24,pair,C3,P11
25,I,22,I22,50,83,I5,N24,pair,J24,C12
25,I,23,I23,90,92,O13,P18,pair,A19,F19
25,J,2,J2,48,62,I1,L6,pair,N15,A6
25,J,3,J3,5,8,A11,B18,pair,K17,K6
25,J,4,J4,14,11,C5,B24,pair,N14,A11
25,J,5,J5,60,32,K1,F18,pair,G17,C12
25,J,6,J6,29,53,E11,J12,pair,O5,A20
25,J,7,J7,73,31,M3,F16,pair,G17,C15
25,J,8,J8,59,9,I23,B20,pair,D13,O18
25,J,9,J9,29,93,E11,P20,pair,N19,N23
25,J,10,J10,7,49,A15,J4,pair,A19,D11
25,J,11,J11,57,14,I19,D6,pair,P23,P11
25,J,12,J12,44,73,G17,N4,pair,C3,G8
25,J,13,J13,50,18,I5,D14,pair,P23,N13
25,J,14,J14,75,20,M7,D18,pair,C8,P14
25,J,15,J15,36,10,G1,B22,pair,B4,A11
25,J,16,J16,53,4,I11,B10,pair,D6,K3
25,J,17,J17,7,4,A15,B10,pair,K15,P1
25,J,18,J18,70,80,K21,N18,pair,L6,P14
25,J,19,J19,61,50,K3,J6,pair,J22,P17
25,J,20,J20,81,56,M19,J18,pair,P13,P16
25,J,21,J21,57,8,I19,B18,pair,D15,G8
25,J,22,J22,24,47,E1,H24,pair,D6,F2
25,J,23,J23,58,53,I21,J12,pair,K11,D3
25,K,2,K2,55,42,I15,H14,pair,M15,M14
25,K,3,K3,81,6,M19,B14,pair,N19,C20
25,K,4,K4,94,29,O21,F12,pair,D20,C12
25,K,5,K5,36,84,G1,P2,pair,B24,L23
25,K,6,K6,22,76,C21,N10,pair,M12,D15
25,K,7,K7,56,36,I17,H2,pair,A20,P11
25,K,8,K8,89,28,O11,F10,pair,A5,A20
25,K,9,K9,32,55,E17,J16,pair,I19,B24
25,K,10,K10,83,19,M23,D16,pair,N10,O21
25,K,11,K11,31,30,E15,F14,pair,P8,J5
25,K,12,K12,90,75,O13,N8,pair,P20,D15
25,K,13,K13,9,28,A19,F10,pair,P14,J2
25,K,14,K14,17,29,C11,F12,pair,I19,D15
25,K,15,K15,95,89,O23,P12,pair,N23,D13
25,K,16,K16,52,53,I9,J12,pair,F16,M14
25,K,17,K17,71,45,K23,H20,pair,A5,D11
25,K,18,K18,89,79,O11,N16,pair,P13,P14
25,K,19,K19,50,82,I5,N22,pair,C19,P17
25,K,20,K20,50,6,I5,B14,pair,K8,D3
25,K,21,K21,33,86,E19,P6,pair,O5,O18
25,K,22,K22,91,35,O15,F24,pair,P1,J2
25,K,23,K23,94,59,O21,J24,pair,P23,P14
25,L,2,L2,58,26,I21,F6,pair,N10,J2
25,L,3,L3,55,14,I15,D6,pair,P20,D7
25,L,4,L4,37,41,G3,H12,pair,G5,O21
25,L,5,L5,6,24,A13,F2,pair,B7,C20
25,L,6,L6,22,69,C21,L20,pair,O7,P8
25,L,7,L7,4,15,A9,D8,pair,P16,J2
25,L,8,L8,11,74,A23,N6,pair,N3,M15
25,L,9,L9,7,15,A15,D8,pair,M15,K8
25,L,10,L10,87,42,O7,H14,pair,F2,L19
25,L,11,L11,68,53,K17,J12,pair,J24,P1
25,L,12,L12,57,26,I19,F6,pair,O10,J22
25,L,13,L13,49,56,I3,J18,pair,D6,C3
25,L,14,L14,26,36,E5,H2,pair,D20,C3
25,L,15,L15,1,53,A3,J12,pair,L11,G8
25,L,16,L16,57,75,I19,N8,pair,F2,J2
25,L,17,L17,44,11,G17,B24,pair,D3,O10
25,L,18,L18,41,21,G11,D20,pair,C8,G8
25,L,19,L19,1,33,A3,F20,pair,K10,A19
25,L,20,L20,94,84,O21,P2,pair,N19,C11
25,L,21,L21,66,83,K13,N24,pair,K10,J18
25,L,22,L22,16,41,C9,H12,pair,K10,C3
25,L,23,L23,27,7,E7,B16,pair,C11,A20
25,M,2,M2,89,4,O11,B10,pair,M12,A11
25,M,3,M3,6,32,A13,F18,pair,N24,O24
25,M,4,M4,88,22,O9,D22,pair,P23,K3
25,M,5,M5,26,14,E5,D6,pair,M14,K2
25,M,6,M6,74,35,M5,F24,pair,N24,O10
25,M,7,M7,11,94,A23,P22,pair,G17,A19
25,M,8,M8,90,83,O13,N24,pair,P20,J2
25,M,9,M9,30,45,E13,H20,pair,C11,J2
25,M,10,M10,5,62,A11,L6,pair,J24,O21
25,M,11,M11,60,64,K1,L10,pair,P1,N10
25,M,12,M12,29,37,E11,H4,pair,C8,A19
25,M,13,M13,6,0,A13,B2,pair,A5,O17
25,M,14,M14,53,43,I11,H16,pair,C8,O21
25,M,15,M15,68,16,K17,D10,pair,D6,C8
25,M,16,M16,35,13,E23,D4,pair,O5,C3
25,M,17,M17,30,73,E13,N4,pair,B4,G5
25,M,18,M18,29,86,E11,P6,pair,D20,N3
25,M,19,M19,68,1,K17,B4,pair,O17,O5
25,M,20,M20,49,5,I3,B12,pair,N23,F16
25,M,21,M21,36,59,G1,J24,pair,K3,P20
25,M,22,M22,50,57,I5,J20,pair,J18,F16
25,M,23,M23,73,10,M3,B22,pair,K15,F17
25,N,2,N2,36,67,G1,L16,pair,O7,M23
25,N,3,N3,12,68,C1,L18,pair,F19,K8
25,N,4,N4,71,85,K23,P4,pair,O24,O10
25,N,5,N5,39,20,G7,D18,pair,M15,P17
25,N,6,N6,64,79,K9,N16,pair,O17,J22
25,N,7,N7,27,18,E7,D14,pair,A19,G8
25,N,8,N8,9,93,A19,P20,pair,N23,B4
25,N,9,N9,24,0,E1,B2,pair,L23,N10
25,N,10,N10,59,74,I23,N6,pair,M15,D7
25,N,11,N11,82,11,M21,B24,pair,G17,K6
25,N,12,N12,20,4,C17,B10,pair,A6,P17
25,N,13,N13,18,87,C13,P8,pair,P1,C11
25,N,14,N14,72,79,M1,N16,pair,L23,B12
25,N,15,N15,22,65,C21,L12,pair,B4,J5
25,N,16,N16,51,58,I7,J22,pair,P23,B12
25,N,17,N17,44,55,G17,J16,pair,F2,N15
25,N,18,N18,53,81,I11,N20,pair,P16,P14
25,N,19,N19,1,56,A3,J18,pair,N23,E3
25,N,20,N20,81,46,M19,H22,pair,N3,P16
25,N,21,N21,81,10,M19,B22,pair,B4,N10
25,N,22,N22,12,64,C1,L10,pair,P23,F7
25,N,23,N23,54,24,I13,F2,pair,M23,D3
25,O,2,O2,69,91,K19,P16,pair,B7,P13
25,O,3,O3,57,69,I19,L20,pair,P23,B4
25,O,4,O4,34,21,E21,D20,pair,N19,N23
25,O,5,O5,83,34,M23,F22,pair,L6,G5
25,O,6,O6,91,8,O15,B18,pair,P8,A19
25,O,7,O7,61,84,K3,P2,pair,N10,K2
25,O,8,O8,34,79,E21,N16,pair,E3,D3
25,O,9,O9,34,81,E21,N20,pair,P8,J2
25,O,10,O10,74,26,M5,F6,pair,A19,F13
25,O,11,O11,91,55,O15,J16,pair,F2,L24
25,O,12,O12,31,61,E15,L4,pair,B12,G8
25,O,13,O13,72,94,M1,P22,pair,M15,A6
25,O,14,O14,53,25,I11,F4,pair,N24,D1
25,O,15,O15,14,0,C5,B2,pair,B24,O7
25,O,16,O16,3,36,A7,H2,pair,F2,E14
25,O,17,O17,21,63,C19,L8,pair,D15,E14
25,O,18,O18,44,91,G17,P16,pair,H20,D11
25,O,19,O19,52,81,I9,N20,pair,J18,K2
25,O,20,O20,20,57,C17,J20,pair,L6,M23
25,O,21,O21,64,91,K9,P16,pair,A6,A11
25,O,22,O22,9,23,A19,D24,pair,D20,P16
25,O,23,O23,34,17,E21,D12,pair,P23,O18
26,B,2,B2,52,25,I9,F4,pair,P11,N14
26,B,3,B3,48,77,I1,N12,pair,G8,J5
26,B,4,B4,58,18,I21,D14,pair,K3,J5
26,B,5,B5,0,78,A1,N14,pair,C11,H20
26,B,6,B6,21,70,C19,L22,pair,F2,J5
26,B,7,B7,69,90,K19,P14,pair,J24,D13
26,B,8,B8,12,78,C1,N14,pair,F13,J2
26,B,9,B9,94,40,O21,H10,pair,N24,F2
26,B,10,B10,91,71,O15,L24,pair,C8,F7
26,B,11,B11,80,40,M17,H10,pair,C3,O21
26,B,12,B12,93,20,O19,D18,mono,E14,E14
26,B,13,B13,49,54,I3,J14,pair,K10,B12
26,B,14,B14,81,7,M19,B16,pair,L24,N14
26,B,15,B15,86,22,O5,D22,pair,P16,D13
26,B,16,B16,59,1,I23,B4,pair,L19,J22
26,B,17,B17,78,70,M13,L22,pair,J22,J2
26,B,18,B18,84,64,O1,L10,pair,P8,K6
26,B,19,B19,41,28,G11,F10,pair,O5,B12
26,B,20,B20,86,27,O5,F8,pair,O17,C3
26,B,21,B21,65,78,K11,N14,pair,O24,N10
26,B,22,B22,24,78,E1,N14,pair,N21,P16
26,B,23,B23,8,6,A17,B14,pair,K6,F7
26,C,2,C2,77,84,M11,P2,pair,B24,K3
26,C,3,C3,65,51,K11,J8,pair,I19,C15
26,C,4,C4,17,91,C11,P16,pair,K17,A19
26,C,5,C5,82,45,M21,H20,pair,K17,L24
26,C,6,C6,30,87,E13,P8,pair,B24,A11
26,C,7,C7,7,36,A15,H2,pair,C8,K2
26,C,8,C8,27,54,E7,J14,pair,P20,O21
26,C,9,C9,38,78,G5,N14,pair,C15,F13
26,C,10,C10,27,32,E7,F18,pair,K15,J2
26,C,11,C11,45,83,G19,N24,pair,P23,G17
26,C,12,C12,87,1,O7,B4,pair,C20,K2
26,C,13,C13,59,15,I23,D8,pair,G17,J22
26,C,14,C14,31,67,E15,L16,pair,B15,G8
26,C,15,C15,2,73,A5,N4,pair,J22,G8
26,C,16,C16,77,59,M11,J24,pair,I19,N21
26,C,17,C17,21,16,C19,D10,pair,J24,G5
26,C,18,C18,26,47,E5,H24,pair,C11,P16
26,C,19,C19,25,51,E3,J8,pair,A5,M23
26,C,20,C20,30,44,E13,H18,pair,D1,L24
26,C,21,C21,1,68,A3,L18,pair,P8,N15
26,C,22,C22,55,44,I15,H18,pair,L6,J5
26,C,23,C23,49,92,I3,P18,pair,G17,A11
26,D,2,D2,13,47,C3,H24,mono,P1,P1
26,D,3,D3,74,84,M5,P2,pair,O5,C20
26,D,4,D4,7,19,A15,D16,pair,A5,P16
26,D,5,D5,24,45,E1,H20,pair,P1,F19
26,D,6,D6,90,45,O13,H20,pair,K10,M15
26,D,7,D7,10,81,A21,N20,pair,O7,F13
26,D,8,D8,36,0,G1,B2,pair,O7,L11
26,D,9,D9,44,27,G17,F8,pair,L6,N14
26,D,10,D10,3,85,A7,P4,pair,P1,F13
26,D,11,D11,67,39,K15,H8,pair,P20,C15
26,D,12,D12,3,55,A7,J16,pair,N10,J22
26,D,13,D13,91,23,O15,D24,pair,O21,E24
26,D,14,D14,6,57,A13,J20,pair,O24,L11
26,D,15,D15,74,58,M5,J22,pair,D6,P13
26,D,16,D16,85,22,O3,D22,pair,N3,C15
26,D,17,D17,76,53,M9,J12,pair,P8,L19
26,D,18,D18,8,23,A17,D24,pair,A20,O21
26,D,19,D19,93,18,O19,D14,pair,L19,C20
26,D,20,D20,92,67,O17,L16,pair,P13,N14
26,D,21,D21,39,12,G7,D2,pair,C8,M12
26,D,22,D22,40,39,G9,H8,pair,B24,F2
26,D,23,D23,5,73,A11,N4,pair,J18,E3
26,E,2,E2,56,71,I17,L24,pair,D1,F16
26,E,3,E3,16,93,C9,P20,pair,K11,N14
26,E,4,E4,92,44,O17,H18,pair,K10,P14
26,E,5,E5,29,68,E11,L18,pair,P1,C12
26,E,6,E6,84,0,O1,B2,pair,P23,B12
26,E,7,E7,1,7,A3,B16,pair,F19,F16
26,E,8,E8,81,48,M19,J2,pair,O5,M14
26,E,9,E9,81,16,M19,D10,pair,M14,P17
26,E,10,E10,70,53,K21,J12,pair,F7,J2
26,E,11,E11,2,74,A5,N6,pair,C12,C14
26,E,12,E12,26,65,E5,L12,pair,D6,C15
26,E,13,E13,36,39,G1,H8,pair,O5,O10
26,E,14,E14,7,5,A15,B12,pair,I19,B24
26,E,15,E15,91,59,O15,J24,pair,B12,G5
26,E,16,E16,44,48,G17,J2,pair,K8,F13
26,E,17,E17,57,92,I19,P18,pair,K10,G8
26,E,18,E18,91,11,O15,B24,pair,C12,C15
26,E,19,E19,0,59,A1,J24,pair,K6,N13
26,E,20,E20,19,24,C15,F2,pair,G17,L24
26,E,21,E21,21,34,C19,F22,pair,A20,J22
26,E,22,E22,86,45,O5,H20,pair,K6,J22
26,E,23,E23,30,86,E13,P6,pair,N24,O17
26,F,2,F2,61,95,K3,P24,pair,I19,L24
26,F,3,F3,44,15,G17,D8,pair,L6,E24
26,F,4,F4,58,31,I21,F16,pair,A19,L19
26,F,5,F5,57,23,I19,D24,pair,N3,N13
26,F,6,F6,13,37,C3,H4,pair,K11,O10
26,F,7,F7,93,60,O19,L2,pair,B24,L11
26,F,8,F8,72,40,M1,H10,pair,F16,E14
26,F,9,F9,24,56,E1,J18,pair,D6,E3
26,F,10,F10,16,79,C9,N16,pair,K15,L23
26,F,11,F11,38,4,G5,B10,pair,C14,K2
26,F,12,F12,5,15,A11,D8,pair,P1,P14
26,F,13,F13,85,21,O3,D20,pair,G17,J2
26,F,14,F14,66,22,K13,D22,pair,K15,N13
26,F,15,F15,95,62,O23,L6,pair,L19,D13
26,F,16,F16,11,22,A23,D22,pair,N21,E14
26,F,17,F17,0,95,A1,P24,pair,P20,P16
26,F,18,F18,59,69,I23,L20,pair,E3,C12
26,F,19,F19,6,12,A13,D2,pair,N23,L6
26,F,20,F20,87,5,O7,B12,pair,A19,F16
26,F,21,F21,36,60,G1,L2,pair,A6,E14
26,F,22,F22,78,10,M13,B22,pair,K15,O10
26,F,23,F23,54,94,I13,P22,pair,D7,N14
26,G,2,G2,66,58,K13,J22,pair,N19,P23
26,G,3,G3,48,56,I1,J18,pair,H20,K2
26,G,4,G4,10,79,A21,N16,pair,L23,M15
26,G,5,G5,94,8,O21,B18,pair,K3,P17
26,G,6,G6,71,61,K23,L4,pair,A5,P17
26,G,7,G7,81,27,M19,F8,pair,N21,F13
26,G,8,G8,25,94,E3,P22,pair,A5,C15
26,G,9,G9,13,12,C3,D2,pair,C3,C11
26,G,10,G10,35,58,E23,J22,pair,B7,K6
26,G,11,G11,57,61,I19,L4,pair,G5,J22
26,G,12,G12,30,81,E13,N20,pair,F19,O18
26,G,13,G13,18,3,C13,B8,pair,F2,E3
26,G,14,G14,65,81,K11,N20,pair,L24,A11
26,G,15,G15,14,46,C5,H22,pair,F19,K2
26,G,16,G16,79,47,M15,H24,pair,P8,C20
26,G,17,G17,63,40,K7,H10,pair,E3,A6
26,G,18,G18,64,21,K9,D20,pair,I19,P13
26,G,19,G19,69,71,K19,L24,pair,P13,M12
26,G,20,G20,75,58,M7,J22,pair,P20,F7
26,G,21,G21,93,66,O19,L14,pair,L19,N13
26,G,22,G22,54,18,I13,D14,pair,G17,B15
26,G,23,G23,89,2,O11,B6,pair,M23,N15
26,H,2,H2,4,59,A9,J24,pair,C8,A11
26,H,3,H3,90,43,O13,H16,pair,B4,P17
26,H,4,H4,67,84,K15,P2,pair,K15,L23
26,H,5,H5,76,44,M9,H18,pair,L19,D7
26,H,6,H6,77,64,M11,L10,pair,A5,A19
26,H,7,H7,85,72,O3,N2,pair,O17,O18
26,H,8,H8,31,41,E15,H12,pair,K17,C12
26,H,9,H9,24,74,E1,N6,pair,N23,G5
26,H,10,H10,80,95,M17,P24,pair,M23,D15
26,H,11,H11,6,61,A13,L4,pair,N24,M15
26,H,12,H12,20,68,C17,L18,pair,M23,F7
26,H,13,H13,18,29,C13,F12,pair,N3,K6
26,H,14,H14,10,47,A21,H24,pair,J24,P1
26,H,15,H15,94,53,O21,J12,pair,A19,D3
26,H,16,H16,45,71,G19,L24,pair,C15,N13
26,H,17,H17,81,8,M19,B18,pair,O5,O18
26,H,18,H18,17,70,C11,L22,pair,K15,E3
26,H,19,H19,42,70,G13,L22,pair,M12,A11
26,H,20,H20,35,30,E23,F14,pair,M12,O18
26,H,21,H21,47,32,G23,F18,pair,J18,L23
26,H,22,H22,34,73,E21,N4,pair,I19,D3
26,H,23,H23,40,45,G9,H20,pair,C14,F16
26,I,2,I2,8,81,A17,N20,pair,A5,P11
26,I,3,I3,88,11,O9,B24,pair,D1,D13
26,I,4,I4,55,94,I15,P22,pair,D6,G8
26,I,5,I5,14,40,C5,H10,pair,K17,A20
26,I,6,I6,39,15,G7,D8,pair,I19,M23
26,I,7,I7,0,64,A1,L10,pair,K10,C3
26,I,8,I8,56,38,I17,H6,pair,F17,J2
26,I,9,I9,17,21,C11,D20,pair,I19,F13
26,I,10,I10,68,12,K17,D2,pair,P1,O10
26,I,11,I11,89,33,O11,F20,pair,N14,O18
26,I,12,I12,61,17,K3,D12,pair,E24,F16
26,I,13,I13,51,69,I7,L20,pair,B15,J5
26,I,14,I14,93,9,O19,B20,pair,P23,P16
26,I,15,I15,20,82,C17,N22,pair,P14,J5
26,I,16,I16,60,51,K1,J8,pair,A19,C12
26,I,17,I17,40,75,G9,N8,pair,O24,N15
26,I,18,I18,55,29,I15,F12,pair,D6,J18
26,I,19,I19,66,20,K13,D18,pair,M15,B12
26,I,20,I20,79,31,M15,F16,pair,C8,A20
26,I,21,I21,21,0,C19,B2,pair,B15,P14
26,I,22,I22,72,90,M1,P14,pair,K3,G8
26,I,23,I23,2,42,A5,H14,pair,D7,P16
26,J,2,J2,26,56,E5,J18,pair,F17,M15
26,J,3,J3,13,67,C3,L16,pair,H20,O21
26,J,4,J4,43,35,G15,F24,pair,C11,C20
26,J,5,J5,45,5,G19,B12,pair,O24,G5
26,J,6,J6,65,63,K11,L8,pair,C19,F13
26,J,7,J7,21,27,C19,F8,pair,D1,N10
26,J,8,J8,32,92,E17,P18,pair,O24,J22
26,J,9,J9,19,85,C15,P4,pair,B12,J5
26,J,10,J10,79,22,M15,D22,pair,O17,C19
26,J,11,J11,62,69,K5,L20,pair,K10,G17
26,J,12,J12,5,64,A11,L10,pair,N23,H20
26,J,13,J13,30,36,E13,H2,pair,O5,C19
26,J,14,J14,84,2,O1,B6,pair,B12,E14
26,J,15,J15,4,50,A9,J6,pair,P17,N13
26,J,16,J16,4,51,A9,J8,pair,F13,A6
26,J,17,J17,55,82,I15,N22,pair,H20,D3
26,J,18,J18,82,77,M21,N12,pair,P1,O5
26,J,19,J19,11,53,A23,J12,pair,B15,J5
26,J,20,J20,46,9,G21,B20,pair,B12,E24
26,J,21,J21,5,84,A11,P2,pair,B15,A11
26,J,22,J22,11,2,A23,B6,pair,P13,E24
26,J,23,J23,50,15,I5,D8,pair,C11,P11
26,K,2,K2,7,21,A15,D20,pair,N10,L24
26,K,3,K3,36,53,G1,J12,pair,M15,A6
26,K,4,K4,62,52,K5,J10,pair,C14,G8
26,K,5,K5,14,63,C5,L8,pair,N24,O10
26,K,6,K6,77,12,M11,D2,pair,K3,C12
26,K,7,K7,62,40,K5,H10,pair,D3,O18
26,K,8,K8,65,75,K11,N8,pair,J24,M14
26,K,9,K9,19,37,C15,H4,pair,M23,O18
26,K,10,K10,75,65,M7,L12,pair,K11,L19
26,K,11,K11,47,62,G23,L6,pair,F2,A11
26,K,12,K12,22,26,C21,F6,pair,F16,P14
26,K,13,K13,53,17,I11,D12,pair,A20,A11
26,K,14,K14,19,9,C15,B20,pair,M23,P17
26,K,15,K15,0,48,A1,J2,pair,K15,N10
26,K,16,K16,75,72,M7,N2,mono,F19,F19
26,K,17,K17,38,5,G5,B12,pair,H20,P14
26,K,18,K18,95,15,O23,D8,pair,K3,D3
26,K,19,K19,10,37,A21,H4,pair,P1,M14
26,K,20,K20,57,34,I19,F22,pair,B24,G17
26,K,21,K21,70,44,K21,H18,pair,A20,N10
26,K,22,K22,60,24,K1,F2,pair,A11,P14
26,K,23,K23,45,60,G19,L2,pair,B24,D11
26,L,2,L2,18,17,C13,D12,pair,C12,G8
26,L,3,L3,0,93,A1,P20,pair,P1,F2
26,L,4,L4,39,3,G7,B8,pair,A5,M15
26,L,5,L5,64,23,K9,D24,pair,G17,N13
26,L,6,L6,8,44,A17,H18,pair,F17,F16
26,L,7,L7,11,16,A23,D10,pair,D7,M14
26,L,8,L8,1,55,A3,J16,pair,G17,A6
26,L,9,L9,56,41,I17,H12,pair,B7,G17
26,L,10,L10,59,73,I23,N4,pair,B4,D13
26,L,11,L11,46,61,G21,L4,pair,A19,D13
26,L,12,L12,56,76,I17,N10,mono,F13,F13
26,L,13,L13,23,31,C23,F16,pair,B4,C19
26,L,14,L14,89,7,O11,B16,pair,I19,O10
26,L,15,L15,52,20,I9,D18,pair,D20,L24
26,L,16,L16,2,4,A5,B10,pair,D20,N3
26,L,17,L17,69,20,K19,D18,pair,D15,O10
26,L,18,L18,48,50,I1,J6,pair,J24,P17
26,L,19,L19,68,45,K17,H20,pair,O17,K2
26,L,20,L20,88,34,O9,F22,pair,C12,P17
26,L,21,L21,17,88,C11,P10,pair,K8,J22
26,L,22,L22,16,7,C9,B16,pair,B7,H20
26,L,23,L23,49,29,I3,F12,pair,C19,P14
26,M,2,M2,51,73,I7,N4,pair,J18,E14
26,M,3,M3,31,90,E15,P14,pair,D1,G5
26,M,4,M4,85,26,O3,F6,pair,A19,A11
26,M,5,M5,93,80,O19,N18,pair,C19,K2
26,M,6,M6,43,63,G15,L8,pair,D13,A11
26,M,7,M7,3,12,A7,D2,pair,K15,K10
26,M,8,M8,46,93,G21,P20,pair,D20,N23
26,M,9,M9,35,1,E23,B4,pair,B12,P14
26,M,10,M10,48,93,I1,P20,pair,J24,J2
26,M,11,M11,90,1,O13,B4,pair,I19,O18
26,M,12,M12,48,63,I1,L8,pair,M23,C14
26,M,13,M13,95,14,O23,D6,pair,D1,A20
26,M,14,M14,20,94,C17,P22,pair,D1,B12
26,M,15,M15,11,75,A23,N8,pair,D11,F16
26,M,16,M16,51,62,I7,L6,pair,N24,O24
26,M,17,M17,77,91,M11,P16,pair,K10,P17
26,M,18,M18,19,7,C15,B16,pair,K15,P11
26,M,19,M19,48,90,I1,P14,pair,P23,F16
26,M,20,M20,26,94,E5,P22,pair,P11,P14
26,M,21,M21,1,21,A3,D20,pair,H20,N15
26,M,22,M22,80,76,M17,N10,pair,P14,O18
26,M,23,M23,9,24,A19,F2,pair,O7,E3
26,N,2,N2,38,73,G5,N4,pair,J24,K11
26,N,3,N3,84,14,O1,D6,pair,L24,K8
26,N,4,N4,35,45,E23,H20,pair,B4,P14
26,N,5,N5,60,23,K1,D24,pair,C11,L19
26,N,6,N6,87,59,O7,J24,pair,C20,O18
26,N,7,N7,59,38,I23,H6,pair,K11,J18
26,N,8,N8,74,67,M5,L16,pair,N24,H20
26,N,9,N9,32,41,E17,H12,pair,N10,J5
26,N,10,N10,79,34,M15,F22,pair,L23,M14
26,N,11,N11,45,2,G19,B6,pair,A5,B15
26,N,12,N12,44,75,G17,N8,pair,J18,O21
26,N,13,N13,4,92,A9,P18,pair,F2,M12
26,N,14,N14,1,9,A3,B20,pair,C19,A11
26,N,15,N15,82,79,M21,N16,pair,D20,C12
26,N,16,N16,74,73,M5,N4,pair,O5,E14
26,N,17,N17,7,56,A15,J18,pair,L6,D13
26,N,18,N18,53,23,I11,D24,pair,N23,C15
26,N,19,N19,18,72,C13,N2,pair,B7,P11
26,N,20,N20,62,39,K5,H8,pair,A5,A20
26,N,21,N21,72,76,M1,N10,pair,B24,N13
26,N,22,N22,45,34,G19,F22,pair,A20,L19
26,N,23,N23,71,3,K23,B8,pair,C3,C12
26,O,2,O2,81,83,M19,N24,pair,P8,N3
26,O,3,O3,7,70,A15,L22,pair,D7,K2
