Source Well,Destination Plate Name,Destination Well,Transfer Volume
C16,11,N9,100
G9,11,N9,100
D23,11,N10,100
F7,11,N10,100
D3,11,N11,100
B5,11,N11,100
D8,11,N12,100
I4,11,N12,100
E16,11,N13,100
C18,11,N13,100
H6,11,N14,100
P21,11,N14,100
E18,11,N15,100
C16,11,N15,100
L12,11,N16,100
L1,11,N16,100
L2,11,N17,100
F6,11,N17,100
F1,11,N18,100
I7,11,N18,100
O2,11,N19,100
B6,11,N19,100
J9,11,N20,100
C2,11,N20,100
C4,11,N21,100
P8,11,N21,100
P17,11,N22,100
I24,11,N22,100
M11,11,N23,100
A17,11,N23,100
B20,11,O2,100
E6,11,O2,100
N21,11,O3,100
N10,11,O3,100
M21,11,O4,100
D3,11,O4,100
E2,11,O5,100
D10,11,O5,100
M16,11,O6,100
P6,11,O6,100
K14,11,O7,100
P2,11,O7,100
H10,11,O8,100
E22,11,O8,100
I20,11,O9,100
H17,11,O9,100
I9,11,O10,100
D17,11,O10,100
H22,11,O11,100
H1,11,O11,100
D12,11,O12,100
A1,11,O12,100
P13,11,O13,100
F1,11,O13,100
N9,11,O14,100
L16,11,O14,100
P24,11,O15,100
B22,11,O15,100
O22,11,O16,100
L23,11,O16,100
E4,11,O17,100
C10,11,O17,100
L6,11,O18,100
A17,11,O18,100
M22,11,O19,100
M16,11,O19,100
C13,11,O20,100
D15,11,O20,100
L18,11,O21,100
G2,11,O21,100
L16,11,O22,100
D11,11,O22,100
O24,11,O23,100
P24,11,O23,100
K23,12,B2,100
L10,12,B2,100
G16,12,B3,100
N6,12,B3,100
N1,12,B4,100
A5,12,B4,100
F20,12,B5,100
N22,12,B5,100
J9,12,B6,100
P23,12,B6,100
E6,12,B7,100
C9,12,B7,100
A17,12,B8,100
C2,12,B8,100
M14,12,B9,100
A21,12,B9,100
F5,12,B10,100
A11,12,B10,100
M17,12,B11,100
C15,12,B11,100
H21,12,B12,100
K9,12,B12,100
D15,12,B13,100
K6,12,B13,100
M15,12,B14,100
G16,12,B14,100
N14,12,B15,100
N9,12,B15,100
F22,12,B16,100
M2,12,B16,100
G21,12,B17,100
N17,12,B17,100
E13,12,B18,100
J19,12,B18,100
K13,12,B19,100
D9,12,B19,100
J21,12,B20,100
M4,12,B20,100
D23,12,B21,100
G6,12,B21,100
C13,12,B22,100
J10,12,B22,100
M4,12,B23,100
G23,12,B23,100
B7,12,C2,100
E9,12,C2,100
C9,12,C3,100
A2,12,C3,100
J9,12,C4,100
C5,12,C4,100
I4,12,C5,100
I22,12,C5,100
H12,12,C6,100
E10,12,C6,100
E22,12,C7,100
P2,12,C7,100
B15,12,C8,100
D20,12,C8,100
L7,12,C9,100
O23,12,C9,100
G7,12,C10,100
H6,12,C10,100
C2,12,C11,100
M24,12,C11,100
C13,12,C12,100
D17,12,C12,100
F14,12,C13,100
B16,12,C13,100
I10,12,C14,100
C14,12,C14,100
E8,12,C15,100
P12,12,C15,100
I16,12,C16,100
E2,12,C16,100
E13,12,C17,100
J14,12,C17,100
I1,12,C18,100
P1,12,C18,100
N20,12,C19,100
C21,12,C19,100
E5,12,C20,100
H16,12,C20,100
K5,12,C21,100
H18,12,C21,100
F22,12,C22,100
K9,12,C22,100
F15,12,C23,100
P12,12,C23,100
N12,12,D2,100
L6,12,D2,100
E14,12,D3,100
H21,12,D3,100
G21,12,D4,100
P17,12,D4,100
L4,12,D5,100
M15,12,D5,100
N12,12,D6,100
L9,12,D6,100
B20,12,D7,100
P18,12,D7,100
J5,12,D8,100
D14,12,D8,100
I23,12,D9,100
H11,12,D9,100
K6,12,D10,100
D19,12,D10,100
F16,12,D11,100
A20,12,D11,100
N12,12,D12,100
G9,12,D12,100
I8,12,D13,100
E12,12,D13,100
H24,12,D14,100
C14,12,D14,100
O6,12,D15,100
B1,12,D15,100
N18,12,D16,100
D2,12,D16,100
G20,12,D17,100
M17,12,D17,100
H23,12,D18,100
F15,12,D18,100
I20,12,D19,100
B4,12,D19,100
M1,12,D20,100
M12,12,D20,100
A10,12,D21,100
L18,12,D21,100
D15,12,D22,100
M18,12,D22,100
M10,12,D23,100
P7,12,D23,100
L19,12,E2,100
I8,12,E2,100
J2,12,E3,100
C10,12,E3,100
F6,12,E4,100
N13,12,E4,100
G23,12,E5,100
D19,12,E5,100
F3,12,E6,100
L6,12,E6,100
B15,12,E7,100
O13,12,E7,100
E7,12,E8,100
J22,12,E8,100
H13,12,E9,100
M23,12,E9,100
F5,12,E10,100
E19,12,E10,100
H24,12,E11,100
L23,12,E11,100
N7,12,E12,100
B18,12,E12,100
O13,12,E13,100
O18,12,E13,100
H19,12,E14,100
F11,12,E14,100
G5,12,E15,100
O14,12,E15,100
C9,12,E16,100
D12,12,E16,100
O14,12,E17,100
J5,12,E17,100
O22,12,E18,100
A20,12,E18,100
I15,12,E19,100
N8,12,E19,100
E24,12,E20,100
E9,12,E20,100
F13,12,E21,100
O2,12,E21,100
O20,12,E22,100
O11,12,E22,100
K18,12,E23,100
O3,12,E23,100
P17,12,F2,100
F22,12,F2,100
N12,12,F3,100
C2,12,F3,100
O1,12,F4,100
F9,12,F4,100
I17,12,F5,100
P24,12,F5,100
I18,12,F6,100
H4,12,F6,100
N3,12,F7,100
F6,12,F7,100
L13,12,F8,100
M6,12,F8,100
K3,12,F9,100
K6,12,F9,100
B13,12,F10,100
J11,12,F10,100
F16,12,F11,100
J17,12,F11,100
A7,12,F12,100
P10,12,F12,100
A10,12,F13,100
D8,12,F13,100
I14,12,F14,100
I24,12,F14,100
C6,12,F15,100
G4,12,F15,100
N13,12,F16,100
H2,12,F16,100
J7,12,F17,100
M20,12,F17,100
K7,12,F18,100
P5,12,F18,100
M9,12,F19,100
B5,12,F19,100
H16,12,F20,100
E13,12,F20,100
F4,12,F21,100
I4,12,F21,100
B5,12,F22,100
F11,12,F22,100
O8,12,F23,100
G18,12,F23,100
K13,12,G2,100
O7,12,G2,100
L17,12,G3,100
A11,12,G3,100
D3,12,G4,100
J3,12,G4,100
J20,12,G5,100
I19,12,G5,100
B15,12,G6,100
H5,12,G6,100
B16,12,G7,100
G7,12,G7,100
O7,12,G8,100
H21,12,G8,100
M17,12,G9,100
P21,12,G9,100
O19,12,G10,100
B2,12,G10,100
A5,12,G11,100
F13,12,G11,100
G1,12,G12,100
L9,12,G12,100
F20,12,G13,100
N3,12,G13,100
F18,12,G14,100
F17,12,G14,100
P14,12,G15,100
P19,12,G15,100
G14,12,G16,100
C18,12,G16,100
B10,12,G17,100
L7,12,G17,100
P18,12,G18,100
P14,12,G18,100
M10,12,G19,100
H14,12,G19,100
O17,12,G20,100
O12,12,G20,100
K2,12,G21,100
B12,12,G21,100
B20,12,G22,100
J24,12,G22,100
P1,12,G23,100
N8,12,G23,100
C11,12,H2,100
B7,12,H2,100
B7,12,H3,100
A11,12,H3,100
P5,12,H4,100
I18,12,H4,100
H15,12,H5,100
I15,12,H5,100
P23,12,H6,100
E15,12,H6,100
G6,12,H7,100
N23,12,H7,100
A21,12,H8,100
I16,12,H8,100
L7,12,H9,100
D3,12,H9,100
C8,12,H10,100
N3,12,H10,100
I7,12,H11,100
N14,12,H11,100
M1,12,H12,100
G2,12,H12,100
D10,12,H13,100
P2,12,H13,100
E17,12,H14,100
O1,12,H14,100
M15,12,H15,100
B22,12,H15,100
E4,12,H16,100
D11,12,H16,100
E20,12,H17,100
P24,12,H17,100
J13,12,H18,100
B9,12,H18,100
M16,12,H19,100
L22,12,H19,100
P7,12,H20,100
N12,12,H20,100
N17,12,H21,100
L10,12,H21,100
N12,12,H22,100
B24,12,H22,100
G2,12,H23,100
P24,12,H23,100
O8,12,I2,100
B2,12,I2,100
J23,12,I3,100
E5,12,I3,100
J18,12,I4,100
P4,12,I4,100
O20,12,I5,100
D21,12,I5,100
J17,12,I6,100
F5,12,I6,100
D21,12,I7,100
A3,12,I7,100
P15,12,I8,100
L4,12,I8,100
B5,12,I9,100
H2,12,I9,100
F19,12,I10,100
B21,12,I10,100
D2,12,I11,100
E1,12,I11,100
E2,12,I12,100
H8,12,I12,100
D17,12,I13,100
J21,12,I13,100
M15,12,I14,100
J16,12,I14,100
N8,12,I15,100
G10,12,I15,100
J15,12,I16,100
N11,12,I16,100
H5,12,I17,100
I9,12,I17,100
H20,12,I18,100
E1,12,I18,100
O6,12,I19,100
F16,12,I19,100
M24,12,I20,100
H16,12,I20,100
L9,12,I21,100
N19,12,I21,100
E20,12,I22,100
N7,12,I22,100
P10,12,I23,100
G10,12,I23,100
E14,12,J2,100
I17,12,J2,100
F23,12,J3,100
C22,12,J3,100
M19,12,J4,100
O12,12,J4,100
O6,12,J5,100
A3,12,J5,100
F4,12,J6,100
O8,12,J6,100
N3,12,J7,100
G18,12,J7,100
G21,12,J8,100
C16,12,J8,100
O15,12,J9,100
D16,12,J9,100
N23,12,J10,100
A23,12,J10,100
P12,12,J11,100
O19,12,J11,100
M18,12,J12,100
L5,12,J12,100
G18,12,J13,100
J10,12,J13,100
O24,12,J14,100
F2,12,J14,100
K24,12,J15,100
I6,12,J15,100
G13,12,J16,100
C24,12,J16,100
M24,12,J17,100
N24,12,J17,100
F16,12,J18,100
G1,12,J18,100
H17,12,J19,100
I24,12,J19,100
G3,12,J20,100
F23,12,J20,100
L2,12,J21,100
G24,12,J21,100
M5,12,J22,100
P13,12,J22,100
P11,12,J23,100
P12,12,J23,100
P17,12,K2,100
A3,12,K2,100
B15,12,K3,100
N20,12,K3,100
E8,12,K4,100
N6,12,K4,100
K9,12,K5,100
B1,12,K5,100
O21,12,K6,100
H13,12,K6,100
O17,12,K7,100
I21,12,K7,100
N3,12,K8,100
K12,12,K8,100
C24,12,K9,100
L8,12,K9,100
C4,12,K10,100
H5,12,K10,100
J16,12,K11,100
E10,12,K11,100
J9,12,K12,100
J2,12,K12,100
J18,12,K13,100
L12,12,K13,100
O20,12,K14,100
J11,12,K14,100
M9,12,K15,100
J20,12,K15,100
C5,12,K16,100
F9,12,K16,100
C9,12,K17,100
L17,12,K17,100
G21,12,K18,100
K11,12,K18,100
P21,12,K19,100
O2,12,K19,100
I5,12,K20,100
L12,12,K20,100
J13,12,K21,100
M5,12,K21,100
E17,12,K22,100
P5,12,K22,100
H17,12,K23,100
J5,12,K23,100
J11,12,L2,100
D10,12,L2,100
E13,12,L3,100
L23,12,L3,100
A22,12,L4,100
L1,12,L4,100
O19,12,L5,100
L16,12,L5,100
K7,12,L6,100
K8,12,L6,100
G22,12,L7,100
P4,12,L7,100
C3,12,L8,100
D22,12,L8,100
G6,12,L9,100
A17,12,L9,100
A23,12,L10,100
B6,12,L10,100
J7,12,L11,100
D10,12,L11,100
C7,12,L12,100
I6,12,L12,100
G11,12,L13,100
H22,12,L13,100
K15,12,L14,100
I2,12,L14,100
N19,12,L15,100
G15,12,L15,100
M4,12,L16,100
P18,12,L16,100
E11,12,L17,100
N7,12,L17,100
C10,12,L18,100
N11,12,L18,100
F4,12,L19,100
L15,12,L19,100
J21,12,L20,100
D4,12,L20,100
D15,12,L21,100
F19,12,L21,100
F1,12,L22,100
M2,12,L22,100
C6,12,L23,100
J23,12,L23,100
C20,12,M2,100
C16,12,M2,100
M10,12,M3,100
N18,12,M3,100
I22,12,M4,100
O17,12,M4,100
L17,12,M5,100
L24,12,M5,100
C11,12,M6,100
L21,12,M6,100
G9,12,M7,100
P14,12,M7,100
G13,12,M8,100
K8,12,M8,100
H2,12,M9,100
G16,12,M9,100
N1,12,M10,100
G5,12,M10,100
H9,12,M11,100
G12,12,M11,100
O6,12,M12,100
A11,12,M12,100
N8,12,M13,100
E9,12,M13,100
K15,12,M14,100
J6,12,M14,100
P10,12,M15,100
P2,12,M15,100
I9,12,M16,100
K11,12,M16,100
M4,12,M17,100
C24,12,M17,100
E21,12,M18,100
E7,12,M18,100
P20,12,M19,100
E18,12,M19,100
J12,12,M20,100
G22,12,M20,100
C9,12,M21,100
L3,12,M21,100
L2,12,M22,100
P16,12,M22,100
I5,12,M23,100
M5,12,M23,100
C23,12,N2,100
M3,12,N2,100
C24,12,N3,100
J2,12,N3,100
A5,12,N4,100
B24,12,N4,100
A7,12,N5,100
L24,12,N5,100
E18,12,N6,100
M3,12,N6,100
J19,12,N7,100
K8,12,N7,100
I23,12,N8,100
P20,12,N8,100
F10,12,N9,100
D11,12,N9,100
E10,12,N10,100
K6,12,N10,100
O10,12,N11,100
E15,12,N11,100
C5,12,N12,100
L5,12,N12,100
D5,12,N13,100
E4,12,N13,100
D2,12,N14,100
I4,12,N14,100
D5,12,N15,100
N7,12,N15,100
F17,12,N16,100
A18,12,N16,100
K8,12,N17,100
F18,12,N17,100
K15,12,N18,100
H22,12,N18,100
A17,12,N19,100
P8,12,N19,100
H14,12,N20,100
B13,12,N20,100
O10,12,N21,100
M6,12,N21,100
O6,12,N22,100
P13,12,N22,100
K16,12,N23,100
I11,12,N23,100
D3,12,O2,100
F22,12,O2,100
H1,12,O3,100
L9,12,O3,100
G17,12,O4,100
A16,12,O4,100
K9,12,O5,100
J4,12,O5,100
D11,12,O6,100
A2,12,O6,100
K16,12,O7,100
O13,12,O7,100
I10,12,O8,100
M7,12,O8,100
D9,12,O9,100
N17,12,O9,100
B18,12,O10,100
C20,12,O10,100
L2,12,O11,100
H20,12,O11,100
D6,12,O12,100
C8,12,O12,100
F3,12,O13,100
C6,12,O13,100
F10,12,O14,100
N1,12,O14,100
P7,12,O15,100
A24,12,O15,100
N22,12,O16,100
N24,12,O16,100
F21,12,O17,100
O21,12,O17,100
L19,12,O18,100
M13,12,O18,100
O3,12,O19,100
C9,12,O19,100
A6,12,O20,100
N23,12,O20,100
M2,12,O21,100
O15,12,O21,100
J12,12,O22,100
C22,12,O22,100
A23,12,O23,100
D14,12,O23,100
M17,13,B2,100
P5,13,B2,100
F15,13,B3,100
J11,13,B3,100
C3,13,B4,100
N20,13,B4,100
N10,13,B5,100
E8,13,B5,100
J9,13,B6,100
L7,13,B6,100
F18,13,B7,100
A23,13,B7,100
A13,13,B8,100
H11,13,B8,100
K3,13,B9,100
C19,13,B9,100
H4,13,B10,100
D1,13,B10,100
L10,13,B11,100
I4,13,B11,100
F21,13,B12,100
H10,13,B12,100
N4,13,B13,100
O24,13,B13,100
O12,13,B14,100
N14,13,B14,100
F15,13,B15,100
F20,13,B15,100
I19,13,B16,100
K12,13,B16,100
I4,13,B17,100
H7,13,B17,100
N15,13,B18,100
G20,13,B18,100
C2,13,B19,100
L24,13,B19,100
C18,13,B20,100
M5,13,B20,100
L12,13,B21,100
D6,13,B21,100
A22,13,B22,100
H3,13,B22,100
P22,13,B23,100
B22,13,B23,100
M5,13,C2,100
N10,13,C2,100
J23,13,C3,100
P16,13,C3,100
D20,13,C4,100
H16,13,C4,100
M24,13,C5,100
H6,13,C5,100
O12,13,C6,100
J10,13,C6,100
L9,13,C7,100
B18,13,C7,100
P19,13,C8,100
G7,13,C8,100
H19,13,C9,100
L19,13,C9,100
N21,13,C10,100
B6,13,C10,100
L24,13,C11,100
G14,13,C11,100
J8,13,C12,100
C1,13,C12,100
A2,13,C13,100
O19,13,C13,100
I6,13,C14,100
L23,13,C14,100
B4,13,C15,100
O19,13,C15,100
E1,13,C16,100
I14,13,C16,100
P17,13,C17,100
L3,13,C17,100
D16,13,C18,100
L8,13,C18,100
A5,13,C19,100
I20,13,C19,100
O11,13,C20,100
K8,13,C20,100
J24,13,C21,100
K19,13,C21,100
D21,13,C22,100
J12,13,C22,100
B21,13,C23,100
C7,13,C23,100
F5,13,D2,100
O13,13,D2,100
L10,13,D3,100
A9,13,D3,100
E5,13,D4,100
C13,13,D4,100
G5,13,D5,100
J16,13,D5,100
J2,13,D6,100
B12,13,D6,100
D12,13,D7,100
M9,13,D7,100
M19,13,D8,100
H24,13,D8,100
E6,13,D9,100
G12,13,D9,100
H15,13,D10,100
O18,13,D10,100
M11,13,D11,100
N9,13,D11,100
E15,13,D12,100
P4,13,D12,100
D15,13,D13,100
E4,13,D13,100
E23,13,D14,100
L9,13,D14,100
L20,13,D15,100
I16,13,D15,100
C14,13,D16,100
O4,13,D16,100
N22,13,D17,100
B4,13,D17,100
P1,13,D18,100
C15,13,D18,100
E15,13,D19,100
I18,13,D19,100
P4,13,D20,100
P7,13,D20,100
M12,13,D21,100
B8,13,D21,100
L4,13,D22,100
N1,13,D22,100
M11,13,D23,100
F10,13,D23,100
D19,13,E2,100
G8,13,E2,100
O18,13,E3,100
P5,13,E3,100
K13,13,E4,100
K2,13,E4,100
K17,13,E5,100
E23,13,E5,100
A5,13,E6,100
G13,13,E6,100
J1,13,E7,100
I17,13,E7,100
B3,13,E8,100
N9,13,E8,100
A13,13,E9,100
F20,13,E9,100
B10,13,E10,100
J9,13,E10,100
D5,13,E11,100
D7,13,E11,100
P6,13,E12,100
N20,13,E12,100
D12,13,E13,100
M19,13,E13,100
K15,13,E14,100
E21,13,E14,100
D3,13,E15,100
N24,13,E15,100
P18,13,E16,100
C12,13,E16,100
M23,13,E17,100
D7,13,E17,100
P16,13,E18,100
E7,13,E18,100
I7,13,E19,100
C23,13,E19,100
B19,13,E20,100
L7,13,E20,100
N11,13,E21,100
J17,13,E21,100
G21,13,E22,100
M16,13,E22,100
F2,13,E23,100
H6,13,E23,100
D21,13,F2,100
L11,13,F2,100
A13,13,F3,100
J17,13,F3,100
H9,13,F4,100
H20,13,F4,100
K1,13,F5,100
N13,13,F5,100
A21,13,F6,100
I23,13,F6,100
D22,13,F7,100
M21,13,F7,100
P11,13,F8,100
N15,13,F8,100
J18,13,F9,100
M19,13,F9,100
A20,13,F10,100
G24,13,F10,100
J16,13,F11,100
J20,13,F11,100
K5,13,F12,100
F22,13,F12,100
A20,13,F13,100
H18,13,F13,100
C10,13,F14,100
H2,13,F14,100
K22,13,F15,100
A12,13,F15,100
J16,13,F16,100
K23,13,F16,100
J6,13,F17,100
G1,13,F17,100
M6,13,F18,100
H14,13,F18,100
P3,13,F19,100
E13,13,F19,100
O14,13,F20,100
K23,13,F20,100
F9,13,F21,100
N15,13,F21,100
O12,13,F22,100
C20,13,F22,100
O2,13,F23,100
K6,13,F23,100
F8,13,G2,100
N21,13,G2,100
A24,13,G3,100
J9,13,G3,100
N12,13,G4,100
B17,13,G4,100
K8,13,G5,100
L23,13,G5,100
P24,13,G6,100
C3,13,G6,100
L8,13,G7,100
D24,13,G7,100
J19,13,G8,100
K1,13,G8,100
E5,13,G9,100
A15,13,G9,100
J20,13,G10,100
P16,13,G10,100
N11,13,G11,100
A22,13,G11,100
I13,13,G12,100
P8,13,G12,100
O3,13,G13,100
H24,13,G13,100
I18,13,G14,100
A10,13,G14,100
J24,13,G15,100
B17,13,G15,100
B3,13,G16,100
F13,13,G16,100
H17,13,G17,100
C11,13,G17,100
J19,13,G18,100
H6,13,G18,100
I7,13,G19,100
O2,13,G19,100
F19,13,G20,100
C17,13,G20,100
J21,13,G21,100
F23,13,G21,100
G2,13,G22,100
L11,13,G22,100
D3,13,G23,100
O19,13,G23,100
M20,13,H2,100
D11,13,H2,100
O17,13,H3,100
E5,13,H3,100
E7,13,H4,100
K1,13,H4,100
P2,13,H5,100
G15,13,H5,100
C1,13,H6,100
L13,13,H6,100
P4,13,H7,100
A20,13,H7,100
B9,13,H8,100
E21,13,H8,100
I15,13,H9,100
N21,13,H9,100
J19,13,H10,100
B6,13,H10,100
C9,13,H11,100
D5,13,H11,100
G19,13,H12,100
C23,13,H12,100
K14,13,H13,100
A5,13,H13,100
N13,13,H14,100
M9,13,H14,100
F14,13,H15,100
G12,13,H15,100
N9,13,H16,100
B17,13,H16,100
F3,13,H17,100
D10,13,H17,100
N11,13,H18,100
N19,13,H18,100
J4,13,H19,100
D9,13,H19,100
E6,13,H20,100
K4,13,H20,100
O20,13,H21,100
A9,13,H21,100
J11,13,H22,100
D3,13,H22,100
A6,13,H23,100
I11,13,H23,100
I7,13,I2,100
H16,13,I2,100
A19,13,I3,100
C6,13,I3,100
D2,13,I4,100
G17,13,I4,100
E9,13,I5,100
N15,13,I5,100
H15,13,I6,100
B22,13,I6,100
A16,13,I7,100
E11,13,I7,100
M17,13,I8,100
A23,13,I8,100
F18,13,I9,100
M2,13,I9,100
N20,13,I10,100
H14,13,I10,100
D13,13,I11,100
E19,13,I11,100
A15,13,I12,100
E12,13,I12,100
A6,13,I13,100
E17,13,I13,100
O5,13,I14,100
K11,13,I14,100
P16,13,I15,100
H22,13,I15,100
C3,13,I16,100
E19,13,I16,100
I5,13,I17,100
B16,13,I17,100
D6,13,I18,100
M24,13,I18,100
H14,13,I19,100
D14,13,I19,100
F20,13,I20,100
J9,13,I20,100
L5,13,I21,100
O1,13,I21,100
G13,13,I22,100
E18,13,I22,100
M17,13,I23,100
I13,13,I23,100
C8,13,J2,100
I22,13,J2,100
E3,13,J3,100
O1,13,J3,100
E22,13,J4,100
A6,13,J4,100
A19,13,J5,100
M14,13,J5,100
C21,13,J6,100
H1,13,J6,100
E5,13,J7,100
C24,13,J7,100
J19,13,J8,100
N17,13,J8,100
O22,13,J9,100
I23,13,J9,100
O7,13,J10,100
P15,13,J10,100
D12,13,J11,100
K17,13,J11,100
I8,13,J12,100
C14,13,J12,100
O4,13,J13,100
K24,13,J13,100
J22,13,J14,100
D2,13,J14,100
I5,13,J15,100
C20,13,J15,100
O17,13,J16,100
K16,13,J16,100
I1,13,J17,100
F2,13,J17,100
A20,13,J18,100
O10,13,J18,100
I14,13,J19,100
C9,13,J19,100
E11,13,J20,100
E5,13,J20,100
E19,13,J21,100
F15,13,J21,100
I10,13,J22,100
P14,13,J22,100
D11,13,J23,100
B3,13,J23,100
L13,13,K2,100
K21,13,K2,100
O20,13,K3,100
G7,13,K3,100
M17,13,K4,100
F12,13,K4,100
A2,13,K5,100
M23,13,K5,100
A22,13,K6,100
I18,13,K6,100
F12,13,K7,100
J17,13,K7,100
I9,13,K8,100
A20,13,K8,100
O20,13,K9,100
F19,13,K9,100
D20,13,K10,100
O6,13,K10,100
K23,13,K11,100
I3,13,K11,100
E8,13,K12,100
M3,13,K12,100
G6,13,K13,100
I4,13,K13,100
H20,13,K14,100
D6,13,K14,100
E2,13,K15,100
N7,13,K15,100
E16,13,K16,100
F13,13,K16,100
P16,13,K17,100
A16,13,K17,100
F8,13,K18,100
F2,13,K18,100
G4,13,K19,100
P23,13,K19,100
G18,13,K20,100
G1,13,K20,100
C8,13,K21,100
J20,13,K21,100
M1,13,K22,100
J9,13,K22,100
N15,13,K23,100
K24,13,K23,100
G20,13,L2,100
E24,13,L2,100
C4,13,L3,100
C16,13,L3,100
H8,13,L4,100
K6,13,L4,100
M6,13,L5,100
L16,13,L5,100
A3,13,L6,100
P21,13,L6,100
D14,13,L7,100
P1,13,L7,100
D5,13,L8,100
K4,13,L8,100
C5,13,L9,100
K12,13,L9,100
P1,13,L10,100
L18,13,L10,100
K10,13,L11,100
D16,13,L11,100
G23,13,L12,100
A11,13,L12,100
O21,13,L13,100
G11,13,L13,100
D24,13,L14,100
L15,13,L14,100
B14,13,L15,100
B12,13,L15,100
C24,13,L16,100
A15,13,L16,100
P19,13,L17,100
H3,13,L17,100
I15,13,L18,100
G13,13,L18,100
K1,13,L19,100
D19,13,L19,100
A6,13,L20,100
L2,13,L20,100
G17,13,L21,100
E17,13,L21,100
N19,13,L22,100
H24,13,L22,100
J7,13,L23,100
A9,13,L23,100
J16,13,M2,100
B8,13,M2,100
F21,13,M3,100
B17,13,M3,100
J8,13,M4,100
O13,13,M4,100
M21,13,M5,100
J11,13,M5,100
M8,13,M6,100
K19,13,M6,100
N9,13,M7,100
C15,13,M7,100
B23,13,M8,100
L19,13,M8,100
A1,13,M9,100
M13,13,M9,100
L20,13,M10,100
M6,13,M10,100
F14,13,M11,100
L21,13,M11,100
F23,13,M12,100
P8,13,M12,100
B22,13,M13,100
E16,13,M13,100
N20,13,M14,100
D20,13,M14,100
F21,13,M15,100
J16,13,M15,100
I23,13,M16,100
O13,13,M16,100
H20,13,M17,100
N13,13,M17,100
K18,13,M18,100
E22,13,M18,100
B2,13,M19,100
N6,13,M19,100
G20,13,M20,100
D19,13,M20,100
E1,13,M21,100
L6,13,M21,100
I13,13,M22,100
O1,13,M22,100
I8,13,M23,100
M22,13,M23,100
A15,13,N2,100
E7,13,N2,100
F16,13,N3,100
O2,13,N3,100
E15,13,N4,100
B11,13,N4,100
G3,13,N5,100
J22,13,N5,100
L9,13,N6,100
E16,13,N6,100
O5,13,N7,100
F12,13,N7,100
H8,13,N8,100
I24,13,N8,100
C5,13,N9,100
I24,13,N9,100
C13,13,N10,100
K18,13,N10,100
A17,13,N11,100
G8,13,N11,100
J13,13,N12,100
H9,13,N12,100
C20,13,N13,100
M17,13,N13,100
F7,13,N14,100
M9,13,N14,100
G13,13,N15,100
F21,13,N15,100
N15,13,N16,100
C17,13,N16,100
H10,13,N17,100
N24,13,N17,100
B11,13,N18,100
K20,13,N18,100
C12,13,N19,100
C23,13,N19,100
F20,13,N20,100
A19,13,N20,100
F11,13,N21,100
H3,13,N21,100
F4,13,N22,100
B6,13,N22,100
G10,13,N23,100
L18,13,N23,100
D10,13,O2,100
F9,13,O2,100
A18,13,O3,100
B15,13,O3,100
L22,13,O4,100
N12,13,O4,100
M4,13,O5,100
B23,13,O5,100
J1,13,O6,100
E3,13,O6,100
K20,13,O7,100
J20,13,O7,100
K12,13,O8,100
M23,13,O8,100
P12,13,O9,100
F5,13,O9,100
B4,13,O10,100
I10,13,O10,100
C24,13,O11,100
D9,13,O11,100
M8,13,O12,100
M21,13,O12,100
A10,13,O13,100
L24,13,O13,100
P11,13,O14,100
K21,13,O14,100
H1,13,O15,100
G6,13,O15,100
L22,13,O16,100
M2,13,O16,100
E3,13,O17,100
D4,13,O17,100
I21,13,O18,100
D5,13,O18,100
A14,13,O19,100
H17,13,O19,100
P23,13,O20,100
N17,13,O20,100
D4,13,O21,100
F2,13,O21,100
G22,13,O22,100
E24,13,O22,100
P13,13,O23,100
O18,13,O23,100
L8,14,B2,100
N21,14,B2,100
B22,14,B3,100
P17,14,B3,100
J24,14,B4,100
O11,14,B4,100
H6,14,B5,100
B2,14,B5,100
E21,14,B6,100
D19,14,B6,100
M24,14,B7,100
F15,14,B7,100
A12,14,B8,100
H22,14,B8,100
I9,14,B9,100
J9,14,B9,100
N19,14,B10,100
B6,14,B10,100
M7,14,B11,100
A3,14,B11,100
F14,14,B12,100
H6,14,B12,100
I12,14,B13,100
C8,14,B13,100
K15,14,B14,100
J2,14,B14,100
L7,14,B15,100
B14,14,B15,100
F2,14,B16,100
I11,14,B16,100
K4,14,B17,100
E1,14,B17,100
I3,14,B18,100
B8,14,B18,100
D24,14,B19,100
F5,14,B19,100
E2,14,B20,100
L20,14,B20,100
P12,14,B21,100
G8,14,B21,100
E7,14,B22,100
G9,14,B22,100
F15,14,B23,100
C15,14,B23,100
N8,14,C2,100
C21,14,C2,100
G10,14,C3,100
M12,14,C3,100
F1,14,C4,100
O22,14,C4,100
J2,14,C5,100
M16,14,C5,100
E8,14,C6,100
J23,14,C6,100
I21,14,C7,100
L7,14,C7,100
O7,14,C8,100
A19,14,C8,100
K16,14,C9,100
M19,14,C9,100
C9,14,C10,100
C21,14,C10,100
I9,14,C11,100
K19,14,C11,100
K6,14,C12,100
D1,14,C12,100
A21,14,C13,100
O11,14,C13,100
M1,14,C14,100
F7,14,C14,100
L16,14,C15,100
C2,14,C15,100
J9,14,C16,100
G2,14,C16,100
D23,14,C17,100
K10,14,C17,100
F18,14,C18,100
G5,14,C18,100
O8,14,C19,100
P20,14,C19,100
B4,14,C20,100
E9,14,C20,100
H7,14,C21,100
K23,14,C21,100
J15,14,C22,100
I21,14,C22,100
A13,14,C23,100
B2,14,C23,100
M22,14,D2,100
J19,14,D2,100
G18,14,D3,100
